4.19민주묘지,37.649536,127.013736
가능,37.748522,127.044122
가락시장,37.492546,127.118393
가산디지털단지,37.481491,126.882552
가양,37.561653,126.854293
가오리,37.641567,127.01676
가재울,37.484059,126.683871
가정,37.524692,126.67583
가정중앙시장,37.517496,126.676801
가좌,37.56886,126.91494
가천대,37.448781,127.12659
가평,37.814417,127.510775
간석,37.464797,126.693364
간석오거리,37.46697,126.707863
갈매,37.634159,127.114789
갈산,37.517052,126.721567
강남,37.497951,127.027561
강남구청,37.517167,127.041276
강남대,37.270257,127.126064
강동,37.535825,127.132332
강동구청,37.530522,127.120521
강매,37.612527,126.845331
강변,37.535069,127.094723
강일,37.557453,127.175767
강촌,37.805742,127.634033
개롱,37.497894,127.135021
개봉,37.494618,126.858474
개포동,37.489231,127.06646
개화,37.578474,126.797215
개화산,37.572605,126.8069
거여,37.493423,127.143596
건대입구,37.540036,127.070347
걸포북변,37.631618,126.705724
검단사거리,37.601696,126.656668
검단오류,37.594867,126.628022
검바위,37.561173,126.677417
검암,37.569214,126.675082
검암,37.569214,126.675082
경기광주,37.398922,127.253305
경기도청북부청사,37.750768,127.071623
경마공원,37.444025,127.007839
경복궁,37.575937,126.973579
경인교대입구,37.538239,126.722629
경전철의정부,37.737311,127.043283
경찰병원,37.495682,127.12425
계산,37.543316,126.728182
계양,37.571797,126.736298
고덕,37.555083,127.154065
고려대,37.59049,127.035993
고색,37.249754,126.980251
고속터미널,37.504938,127.004965
고잔,37.316836,126.822905
고진,37.244723,127.214216
고촌,37.601382,126.770249
곡산,37.645898,126.801821
곤제,37.750521,127.083735
곤지암,37.350529,127.346235
공덕,37.543977,126.951247
공릉,37.625737,127.072977
공항시장,37.563872,126.81073
공항화물청사,37.459041,126.477456
과천,37.433171,126.996389
관악,37.419578,126.908527
광교,37.302182,127.044108
광교중앙,37.288416,127.051768
광나루,37.545308,127.103718
광명,37.416517,126.884676
광명사거리,37.479362,126.85434
광운대,37.623926,127.061847
광화문,37.571731,126.976524
광흥창,37.5475,126.93185
교대,37.49376,127.013955
구래,37.645452,126.628757
구로,37.502969,126.881963
구로디지털단지,37.485261,126.901595
구룡,37.487015,127.059341
구리,37.603248,127.143243
구반포,37.501479,126.987476
구산,37.61145,126.917306
구성,37.298921,127.105728
구의,37.537158,127.086081
구일,37.49665,126.870749
구파발,37.63659,126.918806
국수,37.516171,127.399343
국제업무지구,37.400443,126.630172
국회의사당,37.528514,126.917447
군자,37.557211,127.079412
군포,37.354067,126.948432
굴봉산,37.831887,127.557428
굴포천,37.506952,126.731344
굽은다리,37.545576,127.142957
귤현,37.566673,126.742505
금곡,37.637406,127.207472
금릉,37.751255,126.765276
금정,37.372108,126.943637
금천구청,37.455793,126.894022
금촌,37.766219,126.774366
금호,37.548314,127.015794
기흥,37.275687,127.115951
길동,37.537788,127.140096
길음,37.603298,127.024975
김량장,37.23737,127.198641
김유정,37.818335,127.714231
김포공항,37.562369,126.802803
까치산,37.53139,126.846942
까치울,37.506241,126.811305
낙성대,37.477158,126.963446
남구로,37.486143,126.887309
남동구청,37.448172,126.736642
남동인더스파크,37.407761,126.695294
남부터미널,37.485035,127.016269
남성,37.484694,126.971014
남영,37.54106,126.97133
남위례,37.462739,127.139371
남춘천,37.864196,127.723866
남태령,37.464229,126.9886
남한산성입구,37.451561,127.159923
내방,37.487591,126.993669
노들,37.512733,126.953216
노량진,37.513703,126.940962
노원,37.655663,127.060561
녹번,37.60091,126.935717
녹사평,37.534615,126.986852
녹양,37.759487,127.042248
녹천,37.644941,127.051247
논현,37.51118,127.021335
능곡,37.618712,126.820968
단대오거리,37.445184,127.156849
달미,37.348888,126.80936
달월,37.38003,126.745502
답십리,37.567082,127.05234
당고개,37.670324,127.079065
당산,37.533882,126.901898
당정,37.343525,126.948311
대곡,37.631601,126.811098
대공원,37.435729,127.006521
대림,37.492174,126.895387
대모산입구,37.491366,127.072795
대방,37.513203,126.926316
대성리,37.683894,127.379458
대야미,37.328006,126.916923
대청,37.493663,127.079561
대치,37.494595,127.063469
대화,37.676149,126.747437
대흥,37.54771,126.942423
덕계,37.818814,127.056461
덕소,37.586923,127.208867
덕정,37.84323,127.061503
도곡,37.490812,127.055372
도농,37.608713,127.161091
도라산,37.898655,126.708881
도림천,37.514539,126.883024
도봉,37.679354,127.04539
도봉산,37.689372,127.046246
도심,37.579554,127.222799
도원,37.468748,126.64251
도화,37.466125,126.668388
독립문,37.574292,126.958178
독바위,37.618471,126.932985
독산,37.466126,126.889561
독정,37.584959,126.675989
돌곶이,37.610529,127.056299
동대문,37.571481,127.009493
동대문역사문화공원,37.565146,127.007638
동대입구,37.559101,127.005665
동두천,37.927753,127.05462
동두천중앙,37.901694,127.05645
동막,37.398128,126.673627
동묘앞,37.573016,127.015709
동백,37.269177,127.152757
동수,37.4854,126.718356
동암,37.47103,126.702806
동오,37.745279,127.056905
동인천,37.475628,126.63251
동작,37.502763,126.980158
동천,37.337821,127.102929
동춘,37.404758,126.680728
두정,36.8331,127.149267
둔전,37.267211,127.213649
둔촌동,37.52768,127.136131
둔촌오륜,37.519356,127.138738
등촌,37.551256,126.864539
디지털미디어시티,37.576393,126.901179
뚝섬,37.547242,127.04746
뚝섬유원지,37.531528,127.066705
마곡,37.56036,126.824707
마곡나루,37.566709,126.828047
마두,37.652123,126.777654
마들,37.665305,127.057676
마산,37.640797,126.644538
마석,37.652772,127.311634
마장,37.566114,127.043081
마전,37.597751,126.667067
마천,37.495104,127.15282
마포,37.539618,126.945922
마포구청,37.563414,126.903414
만수,37.454989,126.731787
망우,37.599305,127.092344
망원,37.556083,126.910133
망월사,37.709984,127.047558
망포,37.245832,127.057369
매교,37.265558,127.015764
매봉,37.487066,127.046949
매탄권선,37.252671,127.040645
먹골,37.610292,127.07772
면목,37.58886,127.087539
명동,37.560989,126.985859
명일,37.551324,127.143938
명지대,37.238112,127.190276
명학,37.383876,126.935808
모란,37.433666,127.128961
모래내시장,37.455929,126.719466
목동,37.526044,126.864537
몽촌토성,37.517474,127.112704
무악재,37.582457,126.95005
문래,37.518052,126.894855
문산,37.854642,126.78733
문정,37.486016,127.122441
문학경기장,37.434905,126.698304
미금,37.350636,127.108908
미사,37.563124,127.192983
미아,37.626519,127.026097
미아사거리,37.613242,127.030131
박촌,37.553566,126.744902
반월,37.3124,126.90374
반포,37.508261,127.011792
발곡,37.72695,127.053029
발산,37.558561,126.837767
방배,37.481547,126.997626
방이,37.508518,127.126013
방학,37.667586,127.044328
방화,37.577606,126.812708
배방,36.777629,127.052823
백마,37.658337,126.794325
백석,37.643007,126.787963
백양리,37.830908,127.589102
백운,37.483291,126.707054
버티고개,37.548194,127.007001
범계,37.389826,126.950732
범골,37.728795,127.0437
별내,37.642327,127.127466
병점,37.206828,127.033204
보라매,37.499994,126.920327
보문,37.585383,127.019509
보산,37.914041,127.057293
보정,37.312752,127.108193
보평,37.259055,127.21853
복정,37.470735,127.126744
봉명,36.801351,127.135958
봉은사,37.514217,127.060249
봉천,37.482541,126.9416
봉화산,37.617378,127.091271
부개,37.488447,126.740875
부발,37.26047,127.490289
부천,37.483961,126.782448
부천시청,37.504805,126.76316
부천종합운동장,37.505563,126.797387
부평,37.489463,126.72457
부평구청,37.507498,126.720889
부평삼거리,37.478241,126.710442
부평시장,37.498714,126.72224
북한산보국문,37.612193,127.008108
북한산우이,37.662922,127.012819
불광,37.610941,126.92957
사가정,37.580951,127.088525
사당,37.476565,126.981662
사릉,37.651153,127.176796
사리,37.290896,126.85714
사우,37.620307,126.719862
사평,37.504354,127.015057
산곡,37.5087,126.702963
산본,37.35803,126.933013
산성,37.456698,127.150081
삼가,37.242127,127.16811
삼각지,37.535247,126.973524
삼동,37.408709,127.203461
삼산체육관,37.506475,126.741968
삼성,37.508889,127.063167
